Date,C1_School closing,C1_combined,C2_Workplace closing,C2_combined,C3_Cancel public events,C3_combined,C4_Restrictions on gatherings,C4_combined,C5_Close public transport,C5_combined,C6_Stay at home requirements,C6_combined,C7_Restrictions on internal movement,C7_combined
20201229,2,2G,2,2G,2,2G,4,4G,1,1G,1,1G,1.5,2T
20201230,2,2G,2,2G,2,2G,4,4G,1,1G,1,1G,1.5,2T
20201231,2,2G,2,2G,2,2G,4,4G,1,1G,1,1G,1.5,2T
20210101,2,2G,2,2G,2,2G,3,3G,1,1G,1,1G,2,2G
20210102,2,2G,2,2G,2,2G,3,3G,1,1G,1,1G,2,2G
20210103,2,2G,2,2G,2,2G,4,4G,1,1G,1,1G,1.5,2T
20210104,2,2G,2,2G,2,2G,4,4G,1,1G,1,1G,1.5,2T
20210105,2,2G,2,2G,2,2G,4,4G,1,1G,1,1G,1.5,2T
20210106,2,2G,2,2G,2,2G,4,4G,1,1G,1,1G,1.5,2T
20210107,2,2G,2,2G,2,2G,4,4G,1,1G,1,1G,1.5,2T
20210108,2,2G,2,2G,2,2G,4,4G,1,1G,1,1G,1.5,2T
20210109,2,2G,2,2G,2,2G,4,4G,1,1G,1,1G,1.5,2T
20210110,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210111,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210112,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210113,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210114,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210115,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210116,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210117,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210118,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210119,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210120,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210121,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210122,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210123,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210124,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210125,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210126,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210127,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210128,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210129,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210130,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210131,2,2G,3,3G,2,2G,4,4G,1,1G,2,2G,2,2G
20210201,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210202,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210203,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210204,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210205,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210206,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210207,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210208,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210209,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210210,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210211,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210212,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210213,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210214,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210215,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210216,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210217,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210218,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210219,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210220,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210221,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210222,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210223,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210224,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210225,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210226,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210227,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210228,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,2,2G
20210301,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210302,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210303,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210304,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210305,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210306,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210307,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210308,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210309,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210310,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210311,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210312,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210313,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210314,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210315,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,1,1G
20210316,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210317,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210318,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210319,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210320,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210321,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210322,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210323,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210324,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210325,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210326,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210327,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210328,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210329,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210330,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210331,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,1,1G
20210401,2.5,3T,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210402,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210403,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210404,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210405,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210406,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210407,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210408,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210409,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210410,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210411,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210412,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210413,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210414,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210415,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210416,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210417,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210418,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210419,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210420,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210421,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210422,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210423,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210424,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210425,2,2G,2,2G,1,1G,4,4G,1,1G,2,2G,0,0
20210426,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210427,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210428,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210429,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210430,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210501,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210502,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210503,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210504,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210505,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210506,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210507,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210508,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210509,2,2G,2,2G,2,2G,4,4G,1,1G,2,2G,0,0
20210510,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210511,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210512,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210513,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210514,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210515,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210516,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210517,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210518,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210519,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210520,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210521,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210522,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210523,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210524,1,1G,3,3G,2,2G,4,4G,1,1G,2,2G,0,0
20210525,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210526,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210527,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210528,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210529,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210530,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210531,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210601,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210602,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210603,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210604,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210605,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210606,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210607,1,1G,3,3G,2,2G,3,3G,1,1G,2,2G,0,0
20210608,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210609,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210610,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210611,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210612,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210613,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210614,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210615,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210616,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210617,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210618,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210619,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210620,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210621,1,1G,3,3G,2,2G,2,2G,1,1G,1.5,2T,0,0
20210622,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210623,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210624,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210625,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210626,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210627,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210628,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210629,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210630,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210701,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210702,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210703,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210704,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210705,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210706,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210707,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210708,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210709,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210710,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210711,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210712,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210713,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210714,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210715,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210716,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210717,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210718,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210719,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210720,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210721,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210722,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210723,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210724,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210725,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210726,1,1G,3,3G,2,2G,3,3G,0,0,1.5,2T,0,0
20210727,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210728,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210729,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210730,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210731,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210801,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210802,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210803,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210804,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210805,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210806,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210807,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210808,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210809,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210810,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210811,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210812,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210813,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210814,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210815,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210816,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210817,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210818,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210819,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210820,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210821,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210822,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210823,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210824,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210825,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210826,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210827,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210828,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210829,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210830,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210831,1,1G,3,3G,2,2G,3,3G,1,1G,1.5,2T,0,0
20210901,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210902,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210903,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210904,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210905,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210906,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210907,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210908,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210909,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210910,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210911,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210912,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210913,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210914,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210915,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210916,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210917,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210918,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210919,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210920,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210921,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210922,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210923,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210924,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210925,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210926,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210927,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210928,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210929,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20210930,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211001,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211002,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211003,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211004,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211005,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211006,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211007,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211008,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211009,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211010,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211011,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211012,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211013,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211014,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211015,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211016,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211017,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211018,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211019,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211020,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211021,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211022,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211023,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211024,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211025,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211026,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211027,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211028,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211029,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211030,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211031,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211101,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211102,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211103,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211104,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211105,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211106,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211107,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211108,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211109,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211110,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211111,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211112,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211113,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211114,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211115,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211116,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211117,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211118,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211119,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211120,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211121,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211122,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211123,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211124,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211125,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211126,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211127,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211128,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211129,1,1G,3,3G,2,2G,3,3G,1,1G,0,0,0,0
20211130,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211201,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211202,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211203,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211204,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211205,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211206,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211207,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211208,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211209,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211210,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211211,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211212,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211213,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211214,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211215,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211216,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211217,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211218,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211219,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211220,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211221,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211222,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211223,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
